相对强度 运行#1,位置 (米 m) 运行#1,相对强度 运行#2,位置 (米 m) 运行#2,相对强度 运行#3,位置 (米 m) 运行#3,相对强度 运行#4,位置 (米 m) 运行#4
,,0.061340,0.13652,0.028992,0.057932,0.42154,0.043119
,,0.060623,0.13662,0.028992,0.057952,0.41443,0.043119
,,0.060013,0.13671,0.029495,0.057972,0.41707,0.043119
,,0.061127,0.13681,0.029388,0.057991,0.41818,0.043119
,,0.059601,0.13693,0.028885,0.058011,0.41809,0.043119
,,0.058884,0.13705,0.027771,0.058011,0.41757,0.043119
,,0.059204,0.13717,0.028671,0.058031,0.41727,0.043119
,,0.059097,0.13733,0.029907,0.058051,0.41879,0.043119
,,0.060120,0.13748,0.028885,0.058070,0.41982,0.043119
,,0.059097,0.13766,0.028671,0.058070,0.41777,0.043119
,,0.057678,0.13786,0.028473,0.058090,0.42062,0.043119
,,0.058487,0.13807,0.030823,0.058110,0.42206,0.043119
,,0.059402,0.13831,0.030304,0.058149,0.42358,0.043119
,,0.057678,0.13857,0.029800,0.058169,0.42419,0.043119
,,0.056763,0.13882,0.031830,0.058189,0.42845,0.043119
,,0.056763,0.13910,0.032654,0.058208,0.42276,0.043119
,,0.057877,0.13938,0.032654,0.058228,0.42307,0.043119
,,0.057465,0.13963,0.032440,0.058248,0.41014,0.043119
,,0.056656,0.13989,0.031631,0.058268,0.41025,0.043119
,,0.056656,0.14015,0.034576,0.058287,0.40680,0.043119
,,0.057266,0.14038,0.034180,0.058307,0.40974,0.043119
,,0.056656,0.14064,0.033463,0.058327,0.41014,0.043119
,,0.056656,0.14088,0.034683,0.058327,0.41718,0.043119
,,0.057465,0.14111,0.036316,0.058347,0.41951,0.043119
,,0.057358,0.14135,0.036209,0.058347,0.41748,0.043119
,,0.056549,0.14157,0.035797,0.058347,0.41849,0.043119
,,0.056854,0.14176,0.035797,0.058366,0.41554,0.043119
,,0.056961,0.14196,0.037735,0.058366,0.42043,0.043119
,,0.057678,0.14216,0.036316,0.058366,0.41534,0.043119
,,0.057465,0.14218,0.036102,0.058366,0.42154,0.043119
,,0.056656,0.14220,0.037125,0.058366,0.41107,0.043119
,,0.057358,0.14220,0.037735,0.058366,0.41443,0.043119
,,0.058487,0.14222,0.037537,0.058366,0.41809,0.043119
,,0.057983,0.14224,0.036407,0.058366,0.40222,0.043119
,,0.057159,0.14224,0.037018,0.058347,0.40109,0.043119
,,0.057983,0.14224,0.037933,0.058347,0.40527,0.043119
,,0.058685,0.14224,0.037323,0.058347,0.40344,0.043119
,,0.057358,0.14224,0.036102,0.058347,0.41319,0.043119
,,0.057571,0.14222,0.036713,0.058347,0.41035,0.043119
,,0.057159,0.14222,0.037842,0.058347,0.42287,0.043119
,,0.057358,0.14222,0.038040,0.058347,0.42500,0.043119
,,0.057571,0.14222,0.037430,0.058347,0.41646,0.043119
,,0.056961,0.14222,0.037125,0.058347,0.41687,0.043119
,,0.057465,0.14222,0.038757,0.058347,0.42897,0.043119
,,0.057068,0.14222,0.038239,0.058347,0.41624,0.043119
,,0.057877,0.14222,0.036407,0.058347,0.41870,0.043119
,,0.056046,0.14222,0.036819,0.058327,0.41238,0.043139
,,0.057770,0.14222,0.037933,0.058327,0.41177,0.043139
,,0.058380,0.14222,0.037231,0.058327,0.40822,0.043139
,,0.057266,0.14222,0.035706,0.058327,0.40517,0.043139
,,0.056854,0.14222,0.035187,0.058307,0.41524,0.043139
,,0.058380,0.14222,0.034882,0.058307,0.40761,0.043139
,,0.057877,0.14222,0.034073,0.058287,0.41777,0.043139
,,0.056763,0.14222,0.032242,0.058268,0.41188,0.043139
,,0.057465,0.14222,0.032349,0.058268,0.41513,0.043139
,,0.057770,0.14222,0.032547,0.058248,0.41840,0.043139
,,0.057983,0.14222,0.031525,0.058248,0.42429,0.043139
,,0.057266,0.14222,0.030106,0.058228,0.41676,0.043139
,,0.056763,0.14222,0.029999,0.058208,0.42235,0.043139
,,0.057571,0.14222,0.030197,0.058208,0.41676,0.043139
,,0.058182,0.14222,0.029297,0.058189,0.41859,0.043139
,,0.057068,0.14222,0.028778,0.058169,0.42226,0.043139
,,0.056656,0.14222,0.028992,0.058169,0.41809,0.043139
,,0.056961,0.14222,0.029907,0.058149,0.42104,0.043139
,,0.057877,0.14222,0.028168,0.058149,0.41818,0.043139
,,0.057159,0.14222,0.028671,0.058130,0.41687,0.043139
,,0.056656,0.14222,0.029602,0.058110,0.41777,0.043139
,,0.057465,0.14222,0.029190,0.058090,0.41859,0.043139
,,0.058289,0.14222,0.029694,0.058070,0.42093,0.043158
,,0.057266,0.14222,0.027863,0.058051,0.42348,0.043158
,,0.056549,0.14222,0.029495,0.058031,0.42297,0.043158
,,0.058685,0.14222,0.031219,0.058011,0.42287,0.043158
,,0.059402,0.14222,0.030823,0.057991,0.42123,0.043178
,,0.057678,0.14222,0.031219,0.057972,0.42317,0.043178
,,0.056854,0.14222,0.029907,0.057972,0.41443,0.043198
,,0.057571,0.14222,0.033768,0.057952,0.41299,0.043198
,,0.058884,0.14222,0.033157,0.057952,0.40344,0.043217
,,0.057159,0.14222,0.031525,0.057932,0.38828,0.043217
,,0.057983,0.14222,0.033768,0.057932,0.38004,0.043237
,,0.057358,0.14222,0.034271,0.057932,0.36600,0.043257
,,0.057571,0.14222,0.033661,0.057932,0.35248,0.043257
,,0.057571,0.14222,0.032654,0.057932,0.33589,0.043277
,,0.057877,0.14222,0.033264,0.057932,0.32541,0.043277
,,0.057983,0.14222,0.035599,0.057932,0.31677,0.043277
,,0.057571,0.14222,0.034271,0.057932,0.30914,0.043277
,,0.056549,0.14222,0.033051,0.057932,0.30130,0.043296
,,0.056458,0.14222,0.033264,0.057932,0.28645,0.043296
,,0.057266,0.14222,0.033264,0.057932,0.28645,0.043296
,,0.057465,0.14222,0.033051,0.057932,0.28238,0.043296
,,0.057571,0.14222,0.031631,0.057932,0.26326,0.043316
,,0.057465,0.14222,0.031433,0.057932,0.26204,0.043316
,,0.057678,0.14224,0.033569,0.057932,0.23305,0.043316
,,0.058289,0.14224,0.031830,0.057932,0.23030,0.043316
,,0.057358,0.14224,0.031631,0.057932,0.23141,0.043336
,,0.057068,0.14224,0.032852,0.057932,0.22592,0.043336
,,0.057465,0.14224,0.033768,0.057932,0.23477,0.043356
,,0.058182,0.14224,0.032242,0.057932,0.22104,0.043356
,,0.056244,0.14224,0.029999,0.057932,0.20772,0.043375
,,0.056763,0.14224,0.030197,0.057932,0.20294,0.043375
,,0.057266,0.14224,0.030197,0.057932,0.18616,0.043395
,,0.058380,0.14224,0.030197,0.057932,0.17212,0.043395
,,0.057358,0.14224,0.029999,0.057932,0.15543,0.043415
,,0.056549,0.14224,0.029388,0.057932,0.13397,0.043415
,,0.057358,0.14224,0.031326,0.057932,0.11972,0.043434
,,0.058075,0.14224,0.029907,0.057932,0.10548,0.043434
,,0.057068,0.14224,0.028580,0.057932,0.095001,0.043434
,,0.056961,0.14224,0.028671,0.057932,0.090530,0.043454
,,0.057358,0.14224,0.029999,0.057932,0.084320,0.043454
,,0.057770,0.14224,0.029694,0.057932,0.089615,0.043454
,,0.057266,0.14224,0.029694,0.057932,0.085236,0.043454
,,0.056656,0.14224,0.028885,0.057932,0.082397,0.043474
,,0.058075,0.14224,0.030304,0.057932,0.084930,0.043474
,,0.057358,0.14224,0.029495,0.057932,0.077301,0.043494
,,0.056961,0.14224,0.029083,0.057932,0.073334,0.043494
,,0.057358,0.14224,0.029388,0.057932,0.062561,0.043513
,,0.057358,0.14224,0.031219,0.057932,0.054825,0.043513
,,0.057983,0.14224,0.030197,0.057932,0.046783,0.043533
,,0.057877,0.14224,0.029800,0.057932,0.039062,0.043533
,,0.057358,0.14224,0.030106,0.057932,0.037018,0.043553
,,0.057571,0.14224,0.030518,0.057932,0.036621,0.043553
,,0.058380,0.14224,0.031326,0.057932,0.034882,0.043573
,,0.058075,0.14224,0.029907,0.057932,0.035400,0.043573
,,0.056458,0.14224,0.031021,0.057932,0.036407,0.043573
,,0.057678,0.14224,0.031326,0.057932,0.037537,0.043592
,,0.058884,0.14224,0.031326,0.057932,0.036819,0.043592
,,0.057465,0.14224,0.030609,0.057932,0.036316,0.043592
,,0.056351,0.14224,0.029999,0.057932,0.035797,0.043612
,,0.057678,0.14224,0.032135,0.057932,0.037842,0.043612
,,0.058594,0.14224,0.032135,0.057932,0.039459,0.043632
,,0.057877,0.14224,0.031738,0.057932,0.041092,0.043632
,,0.057770,0.14224,0.031830,0.057932,0.048309,0.043632
,,0.057358,0.14224,0.033264,0.057932,0.051575,0.043651
,,0.058685,0.14224,0.032242,0.057932,0.059509,0.043651
,,0.057465,0.14224,0.031326,0.057932,0.070190,0.043671
,,0.057068,0.14224,0.031631,0.057932,0.079956,0.043671
,,0.058182,0.14224,0.032349,0.057932,0.099579,0.043691
,,0.058380,0.14224,0.032043,0.057932,0.10579,0.043691
,,0.056961,0.14224,0.031219,0.057932,0.11484,0.043711
,,0.055939,0.14224,0.032135,0.057932,0.12083,0.043711
,,0.056763,0.14224,0.032135,0.057932,0.12318,0.043711
,,0.057983,0.14224,0.033463,0.057932,0.13376,0.043730
,,0.056549,0.14224,0.031830,0.057932,0.13478,0.043730
,,0.056244,0.14224,0.032242,0.057932,0.13966,0.043750
,,0.057465,0.14224,0.034073,0.057932,0.15584,0.043750
,,0.057770,0.14224,0.032959,0.057932,0.16357,0.043770
,,0.056961,0.14224,0.032547,0.057932,0.18350,0.043770
,,0.056458,0.14224,0.032654,0.057932,0.20619,0.043790
,,0.057983,0.14224,0.032959,0.057932,0.22939,0.043809
,,0.057571,0.14224,0.033966,0.057932,0.26428,0.043829
,,0.056152,0.14224,0.032043,0.057932,0.27516,0.043829
,,0.056351,0.14224,0.031631,0.057932,0.30548,0.043849
,,0.056458,0.14224,0.032043,0.057932,0.29947,0.043849
,,0.057770,0.14224,0.031830,0.057932,0.31697,0.043849
,,0.057266,0.14224,0.031219,0.057932,0.30263,0.043849
,,0.056046,0.14224,0.032440,0.057932,0.30334,0.043849
,,0.057983,0.14224,0.033051,0.057932,0.30923,0.043868
,,0.057358,0.14224,0.033569,0.057932,0.29866,0.043868
,,0.056656,0.14224,0.032547,0.057932,0.30740,0.043868
,,0.056549,0.14224,0.032959,0.057932,0.29805,0.043868
,,0.057358,0.14224,0.035187,0.057932,0.30038,0.043868
,,0.057678,0.14224,0.033661,0.057932,0.31178,0.043888
,,0.057571,0.14224,0.033463,0.057932,0.31168,0.043888
,,0.056549,0.14224,0.033768,0.057913,0.31972,0.043888
,,0.057465,0.14224,0.035095,0.057913,0.32755,0.043888
,,0.057465,0.14224,0.035599,0.057913,0.33334,0.043908
,,0.056961,0.14224,0.034485,0.057913,0.34738,0.043908
,,0.056763,0.14224,0.034576,0.057913,0.35043,0.043908
,,0.057465,0.14224,0.035492,0.057913,0.36447,0.043908
,,0.057571,0.14224,0.034988,0.057913,0.36081,0.043908
,,0.057159,0.14224,0.035400,0.057913,0.36652,0.043928
,,0.057465,0.14224,0.034988,0.057913,0.36732,0.043928
,,0.058380,0.14224,0.036713,0.057913,0.36438,0.043928
,,0.058380,0.14224,0.035706,0.057913,0.36469,0.043928
,,0.057266,0.14224,0.035706,0.057932,0.36702,0.043928
,,0.056046,0.14224,0.036011,0.057932,0.36244,0.043928
,,0.057159,0.14224,0.036102,0.057932,0.36305,0.043928
,,0.057678,0.14224,0.036102,0.057932,0.36722,0.043928
,,0.057159,0.14224,0.032959,0.057952,0.37210,0.043928
,,0.057678,0.14224,0.032745,0.057952,0.38167,0.043947
,,0.058075,0.14224,0.031937,0.057972,0.38564,0.043947
,,0.058289,0.14224,0.031937,0.057991,0.38849,0.043947
,,0.057358,0.14224,0.029297,0.057991,0.39673,0.043947
,,0.056854,0.14224,0.029083,0.058011,0.41849,0.043967
,,0.057571,0.14224,0.030411,0.058031,0.41809,0.043967
,,0.057877,0.14224,0.029083,0.058051,0.43456,0.043987
,,0.056854,0.14224,0.027969,0.058070,0.43579,0.043987
,,0.055832,0.14224,0.027863,0.058090,0.43446,0.043987
,,0.057465,0.14224,0.028580,0.058130,0.43732,0.044006
,,0.058487,0.14224,0.028992,0.058149,0.44617,0.044006
,,0.057068,0.14224,0.028671,0.058169,0.45175,0.044006
,,0.056763,0.14224,0.030518,0.058189,0.45287,0.044006
,,0.057678,0.14224,0.030823,0.058208,0.45674,0.044026
,,0.058075,0.14224,0.031219,0.058228,0.45999,0.044026
,,0.057770,0.14224,0.031433,0.058268,0.45541,0.044026
,,0.057068,0.14224,0.032349,0.058287,0.46101,0.044026
,,0.057678,0.14224,0.033463,0.058307,0.46579,0.044046
,,0.057465,0.14224,0.036407,0.058347,0.47311,0.044046
,,0.057266,0.14224,0.036102,0.058386,0.47728,0.044046
,,0.057465,0.14224,0.036621,0.058406,0.48706,0.044046
,,0.057068,0.14224,0.038651,0.058445,0.48981,0.044046
,,0.057983,0.14224,0.039261,0.058465,0.48146,0.044066
,,0.057770,0.14224,0.038849,0.058485,0.48940,0.044066
,,0.056458,0.14224,0.039673,0.058504,0.47800,0.044066
,,0.057678,0.14224,0.040894,0.058544,0.48096,0.044085
,,0.057068,0.14224,0.041504,0.058564,0.49356,0.044085
,,0.056152,0.14224,0.041092,0.058583,0.49336,0.044105
,,0.056854,0.14224,0.041702,0.058603,0.49347,0.044105
,,0.058380,0.14224,0.043533,0.058623,0.49478,0.044125
,,0.057983,0.14224,0.043228,0.058642,0.50150,0.044125
,,0.057358,0.14224,0.043839,0.058662,0.49835,0.044125
,,0.056763,0.14224,0.043945,0.058682,0.49203,0.044145
,,0.057571,0.14224,0.044449,0.058721,0.49020,0.044145
,,0.058380,0.14224,0.045975,0.058741,0.49062,0.044164
,,0.056763,0.14224,0.044037,0.058761,0.48756,0.044184
,,0.056961,0.14224,0.045868,0.058800,0.47708,0.044184
,,0.057678,0.14224,0.045776,0.058820,0.48177,0.044204
,,0.057983,0.14224,0.046890,0.058840,0.46945,0.044223
,,0.057877,0.14224,0.045868,0.058859,0.46112,0.044223
,,0.057465,0.14224,0.046478,0.058899,0.45592,0.044243
,,0.057358,0.14224,0.047806,0.058919,0.45186,0.044243
,,0.058289,0.14224,0.047607,0.058938,0.45166,0.044243
,,0.056961,0.14224,0.046783,0.058978,0.43710,0.044263
,,0.057358,0.14224,0.046997,0.058997,0.43640,0.044263
,,0.057465,0.14224,0.047699,0.059017,0.42836,0.044283
,,0.058380,0.14224,0.047806,0.059037,0.41962,0.044283
,,0.057877,0.14224,0.048218,0.059057,0.41299,0.044283
,,0.057465,0.14224,0.047302,0.059096,0.40009,0.044302
,,0.057266,0.14224,0.047913,0.059116,0.39407,0.044302
,,0.057678,0.14224,0.048111,0.059155,0.38055,0.044302
,,0.057068,0.14224,0.045776,0.059175,0.37038,0.044322
,,0.056458,0.14224,0.045364,0.059195,0.36835,0.044322
,,0.057358,0.14224,0.045776,0.059214,0.36122,0.044322
,,0.057571,0.14224,0.045670,0.059234,0.35858,0.044342
,,0.057770,0.14224,0.044754,0.059254,0.35268,0.044342
,,0.056549,0.14224,0.044647,0.059274,0.34433,0.044362
,,0.056549,0.14224,0.044556,0.059293,0.33121,0.044362
,,0.058594,0.14224,0.045059,0.059313,0.32236,0.044381
,,0.057770,0.14224,0.043427,0.059353,0.30934,0.044381
,,0.056656,0.14224,0.042725,0.059372,0.26967,0.044401
,,0.057358,0.14224,0.042206,0.059392,0.24321,0.044421
,,0.058289,0.14224,0.041092,0.059431,0.22176,0.044421
,,0.057266,0.14224,0.038956,0.059451,0.21016,0.044440
,,0.056549,0.14224,0.038040,0.059491,0.19591,0.044440
,,0.057159,0.14224,0.038757,0.059510,0.19582,0.044460
,,0.058685,0.14224,0.038147,0.059530,0.17761,0.044460
,,0.057159,0.14224,0.036926,0.059569,0.17781,0.044460
,,0.056458,0.14224,0.035095,0.059589,0.17313,0.044480
,,0.058487,0.14224,0.035706,0.059609,0.16693,0.044480
,,0.058182,0.14224,0.035797,0.059629,0.17201,0.044480
,,0.057266,0.14224,0.033768,0.059668,0.16652,0.044480
,,0.055634,0.14224,0.033157,0.059688,0.16296,0.044500
,,0.057159,0.14224,0.033569,0.059708,0.16255,0.044500
,,0.057266,0.14224,0.032852,0.059727,0.15268,0.044500
,,0.057877,0.14224,0.031525,0.059747,0.14536,0.044500
,,0.056549,0.14224,0.030411,0.059767,0.13834,0.044519
,,0.058289,0.14224,0.031326,0.059786,0.12665,0.044519
,,0.057983,0.14224,0.031525,0.059786,0.12440,0.044519
,,0.057159,0.14224,0.029999,0.059806,0.10732,0.044519
,,0.057159,0.14224,0.029694,0.059806,0.10660,0.044539
,,0.057068,0.14224,0.030197,0.059826,0.10457,0.044539
,,0.058487,0.14224,0.029800,0.059846,0.095825,0.044539
,,0.057465,0.14224,0.028473,0.059865,0.096329,0.044559
,,0.056458,0.14224,0.028778,0.059885,0.091858,0.044559
,,0.057159,0.14224,0.030197,0.059885,0.091751,0.044559
,,0.058182,0.14224,0.029190,0.059905,0.091553,0.044559
,,0.057770,0.14224,0.028076,0.059944,0.082901,0.044579
,,0.057983,0.14224,0.028885,0.059964,0.083817,0.044579
,,0.056961,0.14224,0.029083,0.059984,0.078430,0.044579
,,0.058380,0.14224,0.028992,0.060003,0.073334,0.044579
,,0.056763,0.14224,0.027466,0.060023,0.070084,0.044598
,,0.056656,0.14224,0.028580,0.060043,0.063370,0.044598
,,0.057571,0.14224,0.028992,0.060063,0.063263,0.044598
,,0.057877,0.14224,0.029800,0.060082,0.060211,0.044598
,,0.057266,0.14224,0.027664,0.060102,0.056549,0.044598
,,0.056961,0.14224,0.027969,0.060122,0.055023,0.044618
,,0.057983,0.14224,0.027969,0.060142,0.054108,0.044618
,,0.058884,0.14224,0.027557,0.060161,0.053101,0.044618
,,0.057465,0.14224,0.027863,0.060181,0.052383,0.044618
,,0.057678,0.14224,0.027771,0.060181,0.050446,0.044618
,,0.057571,0.14224,0.029190,0.060201,0.050858,0.044618
,,0.058594,0.14224,0.028580,0.060220,0.049728,0.044638
,,0.058685,0.14224,0.027557,0.060240,0.046585,0.044638
,,0.056854,0.14224,0.027466,0.060260,0.045166,0.044638
,,0.057159,0.14224,0.028275,0.060280,0.044342,0.044638
,,0.058075,0.14224,0.028168,0.060299,0.041809,0.044657
,,0.056854,0.14224,0.028168,0.060319,0.039154,0.044657
,,0.057571,0.14224,0.027557,0.060358,0.036819,0.044677
,,0.057877,0.14224,0.028778,0.060378,0.035904,0.044677
,,0.058990,0.14224,0.028473,0.060398,0.036407,0.044697
,,0.057877,0.14224,0.027771,0.060418,0.036621,0.044697
,,0.057068,0.14224,0.027252,0.060457,0.039154,0.044717
,,0.057877,0.14224,0.028473,0.060477,0.047302,0.044736
,,0.058289,0.14224,0.028473,0.060497,0.044647,0.044736
,,0.057465,0.14224,0.028168,0.060516,0.054520,0.044736
,,0.057159,0.14224,0.027145,0.060536,0.052277,0.044756
,,0.058075,0.14224,0.028580,0.060556,0.059402,0.044756
,,0.058182,0.14224,0.028580,0.060595,0.063263,0.044776
,,0.058075,0.14224,0.027863,0.060615,0.063873,0.044776
,,0.056656,0.14224,0.027969,0.060635,0.067535,0.044776
,,0.057877,0.14224,0.028885,0.060654,0.070694,0.044776
,,0.058685,0.14224,0.028275,0.060694,0.071503,0.044776
,,0.057358,0.14224,0.027771,0.060714,0.073242,0.044795
,,0.057266,0.14224,0.027252,0.060733,0.072830,0.044795
,,0.058182,0.14224,0.028381,0.060773,0.076187,0.044795
,,0.058289,0.14224,0.028885,0.060792,0.082703,0.044795
,,0.057770,0.14224,0.027664,0.060832,0.080460,0.044795
,,0.057678,0.14224,0.027054,0.060852,0.088287,0.044795
,,0.057571,0.14224,0.028580,0.060891,0.091644,0.044815
,,0.058182,0.14224,0.028076,0.060911,0.097137,0.044815
,,0.058685,0.14224,0.028473,0.060950,0.10080,0.044815
,,0.058182,0.14224,0.027863,0.060990,0.10457,0.044815
,,0.058487,0.14224,0.028275,0.061009,0.10751,0.044835
,,0.058594,0.14224,0.028473,0.061049,0.11037,0.044835
,,0.058075,0.14224,0.027359,0.061088,0.10956,0.044835
,,0.057266,0.14224,0.027557,0.061128,0.11484,0.044855
,,0.058075,0.14224,0.027863,0.061167,0.12726,0.044855
,,0.058594,0.14224,0.028168,0.061187,0.13203,0.044855
,,0.057358,0.14224,0.027145,0.061226,0.13641,0.044855
,,0.057068,0.14224,0.027145,0.061246,0.14413,0.044874
,,0.059204,0.14224,0.027863,0.061266,0.15359,0.044874
,,0.057571,0.14224,0.028275,0.061266,0.16144,0.044874
,,0.057571,0.14224,0.027863,0.061286,0.16876,0.044874
,,0.056656,0.14224,0.027664,0.061305,0.17659,0.044894
,,0.057877,0.14224,0.027863,0.061305,0.17751,0.044894
,,0.058380,0.14224,0.027969,0.061325,0.17873,0.044894
,,0.059906,0.14224,0.026642,0.061345,0.18137,0.044894
,,0.057770,0.14224,0.027664,0.061364,0.17731,0.044894
,,0.058380,0.14224,0.027664,0.061384,0.18472,0.044894
,,0.058380,0.14224,0.028473,0.061404,0.18025,0.044894
,,0.057678,0.14224,0.027557,0.061424,0.17953,0.044894
,,0.057770,0.14224,0.027771,0.061463,0.18555,0.044894
,,0.057770,0.14224,0.027664,0.061483,0.18575,0.044914
,,0.057770,0.14224,0.028275,0.061503,0.19052,0.044914
,,0.058685,0.14224,0.027252,0.061522,0.19754,0.044914
,,0.056854,0.14224,0.027863,0.061542,0.20659,0.044914
,,0.058075,0.14224,0.028381,0.061562,0.22795,0.044934
,,0.058380,0.14224,0.028381,0.061581,0.23651,0.044934
,,0.057266,0.14224,0.027863,0.061601,0.24800,0.044953
,,0.057877,0.14224,0.028275,0.061621,0.27841,0.044953
,,0.058289,0.14224,0.027771,0.061621,0.29153,0.044973
,,0.059097,0.14224,0.028076,0.061641,0.31403,0.044973
,,0.057465,0.14224,0.027466,0.061660,0.32571,0.044973
,,0.058182,0.14224,0.026337,0.061660,0.30782,0.044993
,,0.059402,0.14224,0.028671,0.061680,0.33121,0.044993
,,0.058990,0.14224,0.028671,0.061680,0.31717,0.044993
,,0.058182,0.14224,0.027557,0.061700,0.33578,0.045012
,,0.057159,0.14224,0.027145,0.061720,0.34261,0.045012
,,0.058990,0.14224,0.028580,0.061720,0.34311,0.045012
,,0.058792,0.14224,0.027863,0.061739,0.35959,0.045032
,,0.057877,0.14224,0.026947,0.061759,0.35410,0.045032
,,0.057266,0.14224,0.026138,0.061779,0.37129,0.045032
,,0.057266,0.14224,0.028473,0.061798,0.37770,0.045032
,,0.059097,0.14224,0.029190,0.061818,0.38095,0.045032
,,0.059097,0.14224,0.027466,0.061838,0.38716,0.045052
,,0.057678,0.14224,0.027863,0.061858,0.39377,0.045052
,,0.057571,0.14224,0.027771,0.061858,0.39632,0.045052
,,0.058685,0.14224,0.027359,0.061877,0.40669,0.045052
,,0.057266,0.14224,0.027145,0.061897,0.39946,0.045052
,,0.057358,0.14224,0.027466,0.061917,0.40639,0.045052
,,0.057571,0.14224,0.028381,0.061917,0.40375,0.045072
,,0.058685,0.14224,0.027771,0.061936,0.39906,0.045072
,,0.058380,0.14224,0.027863,0.061956,0.40822,0.045091
,,0.057465,0.14224,0.026642,0.061976,0.42023,0.045091
,,0.057068,0.14224,0.028275,0.061976,0.43913,0.045091
,,0.058487,0.14224,0.028076,0.061996,0.43243,0.045091
,,0.057983,0.14224,0.026749,0.062015,0.44138,0.045091
,,0.057358,0.14224,0.026550,0.062015,0.44382,0.045111
,,0.057678,0.14224,0.028168,0.062035,0.43732,0.045111
,,0.058884,0.14224,0.027969,0.062035,0.44098,0.045111
,,0.058289,0.14224,0.027359,0.062055,0.44809,0.045111
,,0.056763,0.14224,0.027145,0.062055,0.45511,0.045111
,,0.057465,0.14224,0.028381,0.062075,0.46121,0.045111
,,0.057465,0.14224,0.027664,0.062075,0.45868,0.045111
,,0.057770,0.14224,0.027252,0.062094,0.46365,0.045131
,,0.057068,0.14224,0.027466,0.062094,0.46407,0.045131
,,0.057983,0.14224,0.027771,0.062114,0.46793,0.045131
,,0.058594,0.14224,0.027664,0.062134,0.47699,0.045151
,,0.057159,0.14224,0.026855,0.062153,0.47963,0.045151
,,0.057266,0.14224,0.026947,0.062173,0.47881,0.045151
,,0.057358,0.14224,0.027557,0.062193,0.48085,0.045151
,,0.058289,0.14224,0.027359,0.062213,0.48898,0.045170
,,0.057266,0.14224,0.027466,0.062232,0.49031,0.045170
,,0.057571,0.14224,0.027359,0.062232,0.49500,0.045170
,,0.057877,0.14224,0.028778,0.062252,0.50740,0.045170
,,0.058182,0.14224,0.028473,0.062272,0.50862,0.045190
,,0.056549,0.14224,0.027557,0.062272,0.50221,0.045190
,,0.056656,0.14224,0.027771,0.062292,0.51239,0.045190
,,0.057571,0.14224,0.027771,0.062311,0.51422,0.045190
,,0.058380,0.14224,0.028671,0.062311,0.51259,0.045190
,,0.058182,0.14224,0.026245,0.062331,0.52094,0.045210
,,0.057068,0.14224,0.026749,0.062331,0.51137,0.045210
,,0.057358,0.14224,0.028473,0.062351,0.51971,0.045210
,,0.058380,0.14224,0.028275,0.062370,0.52673,0.045229
,,0.056961,0.14224,0.026443,0.062390,0.52155,0.045229
,,0.057770,0.14224,0.026855,0.062410,0.52927,0.045229
,,0.057571,0.14224,0.028580,0.062430,0.53497,0.045229
,,0.059097,0.14224,0.028671,0.062449,0.54178,0.045249
,,0.058182,0.14224,0.027145,0.062469,0.54291,0.045249
,,0.056656,0.14224,0.026749,0.062489,0.54483,0.045249
,,0.056961,0.14224,0.028580,0.062509,0.55054,0.045269
,,0.058182,0.14224,0.028275,0.062528,0.54677,0.045269
,,,0.14224,0.028168,0.062548,0.55267,0.045269
,,,0.14224,0.028168,0.062587,0.54810,0.045269
,,,0.14224,0.027252,0.062607,0.55063,0.045289
,,,0.14224,0.028473,0.062627,0.55104,0.045289
,,,0.14224,0.027466,0.062647,0.55054,0.045289
,,,,0.027664,0.062666,0.55490,0.045289
,,,,0.029083,0.062666,0.54871,0.045308
,,,,0.028275,0.062686,0.55379,0.045308
,,,,0.027252,0.062706,0.54871,0.045328
,,,,0.028381,0.062725,0.54718,0.045328
,,,,0.028671,0.062745,0.55267,0.045348
,,,,0.029297,0.062765,0.54910,0.045367
,,,,0.027466,0.062785,0.54352,0.045387
,,,,0.027771,0.062804,0.53395,0.045387
,,,,0.029297,0.062824,0.54147,0.045387
,,,,0.028473,0.062844,0.53090,0.045407
,,,,0.028076,0.062864,0.52957,0.045407
,,,,0.029190,0.062883,0.52896,0.045427
,,,,0.028778,0.062903,0.52185,0.045427
,,,,0.029297,0.062923,0.52307,0.045427
,,,,0.028275,0.062942,0.51828,0.045427
,,,,0.028671,0.062962,0.51614,0.045427
,,,,0.029694,0.062982,0.51523,0.045446
,,,,0.030304,0.063002,0.50842,0.045446
,,,,0.028992,0.063021,0.50629,0.045446
,,,,0.029800,0.063041,0.50058,0.045466
,,,,0.030518,0.063081,0.48929,0.045466
,,,,0.031219,0.063100,0.48909,0.045486
,,,,0.030197,0.063120,0.47394,0.045486
,,,,0.030823,0.063159,0.47281,0.045486
,,,,0.032135,0.063179,0.46864,0.045506
,,,,0.032349,0.063199,0.45766,0.045506
,,,,0.031433,0.063238,0.44342,0.045525
,,,,0.032242,0.063258,0.43213,0.045545
,,,,0.033264,0.063278,0.40924,0.045545
,,,,0.033264,0.063298,0.39296,0.045565
,,,,0.033569,0.063298,0.38472,0.045565
,,,,0.033356,0.063317,0.36438,0.045565
,,,,0.034073,0.063337,0.37323,0.045584
,,,,0.034378,0.063357,0.36000,0.045584
,,,,0.033875,0.063376,0.36569,0.045584
,,,,0.033768,0.063376,0.37312,0.045584
,,,,0.035797,0.063396,0.35756,0.045584
